S1 X osa,S2 X osa,S3 X osa,S4 X osa,S5 X osa,S6 X osa,S1 Y osa,S2 Y osa,S3 Y osa,S4 Y osa,S5 Y osa,S6 Y osa,S1 Z osa,S2 Z osa,S3 Z osa,S4 Z osa,S5 Z osa,S6 Z osa
0.0,9.92456100000004,72.66235400000005,39.39904799999999,47.625244000000066,20.767699999999877,0.0,63.861023000000046,70.66540500000008,65.84851000000003,68.10772700000007,63.53192100000001,0.0,-20.543903000000007,15.651084999999995,-3.7050860000000085,1.4591679999999911,-14.881134000000003
-0.013916000000108397,10.279784999999947,72.69616700000006,39.42443899999989,47.63269100000002,20.793212999999923,-0.015442000000007283,63.86682100000007,70.66284100000007,65.85839800000008,68.12084900000002,63.56555100000003,0.04443399999999542,-20.553982000000005,15.651702999999998,-3.7040250000000015,1.4688869999999952,-14.872997000000005
0.394408999999996,10.158324999999877,72.64685099999997,39.439820000000054,47.60669000000007,20.7597659999999,-0.12664799999993193,63.954162,70.67517100000009,65.88317800000004,68.12530500000003,63.55181900000002,0.21794099999999617,-20.484398000000006,15.662848999999994,-3.7001649999999984,1.4685750000000013,-14.875450000000008
0.18090800000004492,10.259156000000075,72.61389200000008,39.42687999999998,47.66235400000005,20.811402000000044,-0.09747299999992265,63.90374700000007,70.69555600000001,65.88031000000001,68.11712599999998,63.57165500000008,0.20237000000000194,-20.514946000000002,15.675620999999992,-3.7029420000000073,1.4638139999999993,-14.873806000000002
7.766967999999906,10.203490999999985,72.68090800000004,39.459716999999955,47.653076000000056,20.764159999999947,-1.3895880000000034,63.73773200000005,70.691101,65.87011700000005,68.10839800000008,63.55261200000007,6.81206499999999,-20.714004000000003,15.672851999999992,-3.710129000000009,1.4582750000000004,-14.876415000000001
0.12915099999986523,10.127320000000054,72.54724099999999,39.42309599999999,47.590576000000056,20.788696999999956,-0.045409999999947104,63.79083200000002,70.68792700000006,65.85101300000008,68.12780700000008,63.56237800000008,0.2015609999999981,-20.663746000000003,15.68163299999999,-3.7062910000000073,1.4718019999999967,-14.875191000000008
0.08325199999990218,10.086547999999993,66.27441399999998,39.44812000000002,47.687255999999934,20.783324999999877,0.02551200000004883,63.899658000000045,70.314209,65.854919,68.09777800000006,63.56036300000005,0.43136599999999703,-20.508812000000006,12.534103000000002,-3.7069550000000078,1.4507899999999978,-14.875240000000005
0.12158199999998942,10.045898999999963,72.58288599999992,39.428588999999874,47.603149999999914,20.77429200000006,-0.06451399999991736,63.80279500000006,70.66656499999999,65.86016800000004,68.123962,63.557007,0.25875899999999774,-20.651379000000006,15.673012,-3.7036820000000006,1.4631809999999916,-14.875511000000003
10.68396000000007,10.229859000000033,66.22216800000001,39.42273,47.556763000000046,20.819946999999956,-12.058227999999986,63.77062999999998,70.36340300000006,65.85345400000006,68.08428900000001,63.55102499999998,14.566543999999993,-20.682289000000004,12.556984,-3.705421000000001,1.441231000000002,-14.879848000000003
-0.24194299999999203,10.11291499999993,66.38183600000002,39.39209000000005,47.58776899999998,20.768188999999893,0.17297300000007,63.777649,70.35260000000005,65.84582499999999,68.092895,63.55609100000004,0.04430399999999679,-20.702160000000006,12.549362000000002,-3.7054900000000117,1.449073999999996,-14.873711000000007
12.939697999999908,10.142945000000054,72.70031799999992,39.37841800000001,47.61437999999998,20.787963999999874,-2.2250369999999293,63.90509000000009,70.64672800000005,65.84045400000002,68.10644500000001,63.56237800000008,10.841483999999994,-20.496620000000007,15.61192299999999,-3.7061000000000064,1.4544679999999914,-14.874874000000005
7.417236999999886,10.143432999999959,72.75585999999998,39.44140700000003,47.62231500000007,20.786865000000034,-1.1790770000000066,63.660033999999996,70.64538500000003,65.87652600000001,68.10931400000004,63.561889000000065,6.801079000000001,-20.767891000000006,15.601044000000002,-3.7056809999999984,1.4583590000000015,-14.874969000000007
7.562744000000066,10.132080000000087,72.72668500000009,39.44116200000008,47.597533999999996,20.805908000000045,-1.2974859999999353,63.93524100000002,70.69854700000008,65.85418700000002,68.12274100000002,63.56958000000009,6.8447419999999966,-20.469646000000004,15.619918999999996,-3.706764000000007,1.4661869999999908,-14.873909000000005
7.740356999999904,10.054077000000007,72.83874500000002,39.46740699999987,66.12280299999998,20.89148,-1.3253179999999247,63.681152,70.69238300000006,65.86822500000005,70.2955320000001,63.57214299999998,6.899208000000002,-20.784943000000005,15.623115999999996,-3.7114870000000053,12.53317299999999,-14.888111000000002
