S1 X osa,S1 Y osa,S1 Z osa,S2 X osa,S2 Y osa,S2 Z osa,S3 X osa,S3 Y osa,S3 Z osa,S4 X osa,S4 Y osa,S4 Z osa,S5 X osa,S5 Y osa,S5 Z osa,S6 X osa,S6 Y osa,S6 Z osa
521.093295,-74.89013599999998,143.37353499999995,562.638294,-26.73156700000004,144.804077,537.012277,-50.44494600000007,88.85888699999987,593.424759,-53.297240999999985,112.5942379999999,564.593132,-98.09191899999996,106.10864300000003,575.663673,-76.14538500000003,155.58129899999994
523.02149,-78.42272899999989,144.88794000000007,565.590092,-31.63024900000005,146.63330100000007,539.907383,-54.45788500000003,90.51916499999993,596.054207,-58.546875,114.61010699999997,566.310837,-102.81274400000007,107.75537099999997,577.420875,-81.21386699999994,157.32067899999993
524.765007,-81.73290999999995,146.24987799999985,568.745121,-36.05834899999991,148.51648,542.576534,-58.33898900000008,91.78515599999992,598.412781,-63.78356899999994,116.19360400000005,567.379825,-107.50598100000002,108.86901899999998,579.051483,-86.11010699999997,158.7631839999999
526.308962,-84.88562000000002,147.29064900000003,571.720276,-40.4121090000001,150.03539999999998,544.353458,-61.21765099999993,93.87683100000004,600.499138,-68.9426269999999,117.55468799999994,568.584953,-111.73986799999989,110.11010699999997,580.067291,-91.5848390000001,159.58960000000002
527.561411,-88.03466800000001,148.27722199999994,574.334686,-45.14855899999998,150.68481500000007,546.484093,-64.58215300000006,94.74401899999998,602.319946,-74.05639599999995,118.54284699999994,568.710258,-116.34936500000003,110.5841069999999,581.423157,-95.31774900000005,160.81494099999986
528.504562,-90.3214109999999,148.862793,576.705101,-49.55627400000003,151.12414599999988,548.222004,-67.79125900000008,95.37646500000005,603.821495,-78.89318800000001,119.58386199999995,568.755447,-121.07433999999989,110.74877900000001,582.13356,-99.54833899999994,161.67675800000006
529.356293,-92.28515599999992,149.39636199999995,579.078308,-53.342895,151.4692379999999,549.716499,-70.99694799999997,95.67834500000004,604.913818,-83.62768499999993,120.17297400000007,567.030071,-124.0886230000001,111.76599099999999,582.570488,-103.518554,162.19335899999987
529.944366,-93.99060000000009,149.8607179999999,581.28376,-56.485472999999956,151.90307600000006,550.856163,-73.71642999999995,95.99426300000005,605.598862,-88.06555099999991,120.39477499999998,566.870056,-128.6282960000001,112.11059599999999,582.870651,-107.01135199999999,162.49963400000001
530.348259,-95.51623500000005,150.08166499999993,582.618576,-59.826782000000094,151.39709500000004,551.6248889999999,-76.58312999999998,95.73083500000007,606.486908,-92.29248000000007,120.39135699999997,565.753261,-129.63317800000004,111.95739800000001,582.810211,-110.09033199999999,162.65478499999995
530.470728,-96.901611,149.9848629999999,583.670517,-62.80529699999988,150.76062000000002,552.005592,-78.8590079999999,95.58935599999995,606.287491,-96.01000900000008,120.23388699999987,564.537006,-132.3552239999999,111.93823199999997,582.509552,-112.9049070000001,162.476807
530.278642,-98.28027300000008,149.50659199999996,584.258095,-65.744506,149.90136699999994,552.139679,-81.1761469999999,94.88110400000005,606.068115,-99.45507799999996,119.6339109999999,563.199371,-135.00952099999995,111.65173299999992,581.880905,-115.61877400000003,161.95886199999995
529.745046,-99.60852,148.704346,584.528503,-68.56262199999992,148.92687999999998,551.935844,-83.05151299999989,94.11865199999988,605.42424,-102.59924299999989,118.79516599999988,561.5382079999999,-137.23889099999997,110.70031700000004,580.922592,-118.2470699999999,161.027466
528.99575,-100.88793899999996,147.46472199999994,584.408806,-71.35583500000007,147.87744099999986,551.582348,-84.82788000000005,92.70581100000004,604.41201,-105.65978999999993,117.39733899999987,559.861732,-139.0767820000001,109.24243200000001,579.619377,-120.92407200000002,159.62561000000005
527.917229,-101.92932100000007,145.891846,584.038742,-73.96374500000002,146.81555200000003,551.198765,-85.18517999999995,92.08508299999994,603.298729,-108.32079999999996,115.89941399999998,557.9954299999999,-140.4337149999999,107.323486,577.945457,-123.48120100000006,157.94042999999988
526.638101,-102.64477499999998,144.01086399999986,583.4048769999999,-76.432861,145.648682,549.562992,-82.42285100000004,93.19763199999989,601.85321,-110.38268999999991,114.51037599999995,555.714588,-141.00952099999995,104.99218799999994,575.950775,-125.71166999999991,155.988159
525.197496,-102.84680099999991,142.02038599999992,583.147888,-78.16613699999994,144.70092799999998,549.828022,-85.717895,88.977173,600.111954,-112.37719700000002,112.62341300000003,553.256534,-141.3049309999999,102.38500999999997,573.614181,-127.63439900000003,153.80310099999997
523.666778,-102.55761699999994,140.12768600000004,582.213669,-79.71679700000004,143.36669899999993,548.06121,-82.56408699999997,89.89977999999996,598.031318,-113.893554,110.63696299999992,550.417297,-141.08764599999995,99.70849599999997,570.994102,-129.13915999999995,151.41540499999996
521.79879,-101.56860299999994,138.19152800000006,580.1084969999999,-81.66503899999998,141.27233899999987,547.084106,-82.49890099999993,87.94824199999994,595.764847,-115.01501400000006,108.60949699999992,547.198971,-140.23791499999993,97.24987799999985,567.990944,-129.89636199999995,149.15258799999992
519.867041,-99.9573969999999,136.3809819999999,579.043617,-82.46557600000006,139.61352499999998,547.999485,-83.09021000000007,84.78857399999993,592.847786,-115.79785100000004,106.36584500000004,543.405201,-138.90563900000006,94.93786599999999,564.950474,-130.32629399999996,146.71484399999986
517.915581,-97.50134200000002,134.8201899999999,577.9889450000001,-82.93579099999988,137.62426800000003,543.692043,-79.23364199999992,84.87805200000003,589.894722,-116.32580499999995,104.04272500000002,539.0698620000001,-137.120361,92.964966,561.834469,-130.15637199999992,144.33312999999998
515.953496,-94.27844200000004,133.43017600000007,576.9134750000001,-82.55151299999989,135.53332499999988,541.86496,-77.1567379999999,83.05688499999997,586.567627,-115.67968700000006,101.77343799999994,534.65851,-134.49267499999996,91.0494389999999,558.324943,-128.900756,142.22497599999997
513.834144,-90.74267499999996,131.81542999999988,575.227104,-81.40966800000001,133.35705600000006,539.943546,-74.5198969999999,81.1419679999999,583.237083,-114.56408699999997,99.34997599999997,530.320474,-130.9265129999999,88.9379879999999,554.959377,-126.95458899999994,140.03430200000003
511.586325,-86.6799309999999,129.87353499999995,572.5744090000001,-79.66149900000005,130.8873289999999,537.942917,-71.37670899999989,79.02124000000003,579.839523,-112.93505800000003,96.75305200000003,525.719507,-128.96374500000002,87.06127900000001,551.362121,-124.29589800000008,137.67407200000002
509.055908,-81.9627680000001,127.75476099999992,570.322311,-76.90136699999994,128.647827,535.936638,-67.6917719999999,76.68957499999988,576.362121,-110.37170399999991,94.401611,522.142278,-123.90466300000003,84.97753899999998,547.697506,-120.76879800000006,135.43188499999997
506.409588,-76.76489199999992,125.50353999999993,567.795254,-73.4230950000001,126.38427699999988,533.846638,-63.462401999999884,74.40026899999998,572.991073,-106.9387200000001,92.31787099999997,518.432628,-118.69152800000006,82.87341300000003,543.910766,-116.56787099999997,133.28015099999993
503.720842,-71.12231399999996,123.16381799999999,565.191059,-69.39196700000002,124.0870359999999,531.73044,-58.77966300000003,72.06469700000002,569.306087,-102.94933999999989,90.11938499999997,514.910136,-112.94579999999996,80.66039999999998,540.11713,-111.83361799999989,130.98400900000001
501.166014,-65.17797799999994,120.8847659999999,562.601478,-64.86499000000003,121.76477099999988,529.609844,-53.71521000000007,69.80981500000007,565.896423,-98.62597600000004,87.62280299999998,511.478739,-106.97289999999998,78.40747099999999,536.54252,-106.70580999999993,128.74108899999987
498.804966,-59.05187999999998,118.58215300000006,560.208717,-60.064575000000104,119.23461900000007,527.621822,-48.26538000000005,67.62731899999994,562.442299,-94.00768999999991,85.00353999999993,508.123336,-100.67590300000006,76.02978499999995,533.260301,-101.30224599999997,126.34240699999987
496.588581,-52.6875,116.2597659999999,558.001751,-55.127807000000075,116.61267099999986,525.795893,-42.40283199999999,65.48266599999988,559.364635,-89.015625,82.27477999999996,504.869313,-94.15173299999992,73.65869099999986,530.184002,-95.72436500000003,123.73290999999995
495.018453,-46.12951599999997,113.79467799999998,556.00983,-50.12109299999997,113.95812999999998,524.063156,-36.28539999999998,63.4895019999999,556.083736,-83.96350099999995,79.23095699999999,501.597097,-87.52136199999995,71.11047400000007,527.399055,-90.03576599999997,120.91711399999986
493.194292,-39.45214800000008,111.43322799999987,554.093323,-45.145262999999886,111.29028300000004,522.423759,-29.95043899999996,61.32690400000001,552.991123,-78.85852,76.15197799999987,498.582342,-80.68310500000007,68.46655299999998,524.4443679999999,-84.31518499999993,118.07727099999988
491.356464,-32.69470200000001,108.91784699999994,552.214233,-39.98290999999995,108.72021500000005,520.989061,-23.075072999999975,59.04870600000004,550.069187,-73.37585399999989,73.23523,495.670659,-73.64831499999991,65.7357179999999,521.443491,-78.34399400000007,115.24450699999989
474.276226,47.28564499999993,114.33618200000001,533.359316,26.835450000000037,114.20874000000003,504.542859,54.72839399999998,64.23449699999992,524.416902,-2.9094230000000607,74.58960000000002,471.852863,11.244995000000017,67.332764,493.705291,-4.4821770000000924,115.56188999999995
473.366426,52.30798400000003,118.7044679999999,532.220543,31.158325999999988,118.74438499999997,504.425033,59.61499099999992,69.03417999999988,523.0019,1.2834479999999076,79.26672400000007,470.517502,15.94445799999994,71.8370359999999,492.225842,0.3015139999999974,120.20190400000001
472.149719,57.03662099999997,123.45751999999993,530.894853,35.37646500000005,124.00353999999993,503.675735,63.88818399999991,74.05835000000002,521.562036,5.28381400000012,84.65271000000007,469.302879,20.4488530000001,76.95410199999992,490.54941,4.925903999999946,125.44995100000006
470.732342,61.62048400000003,128.71704099999988,528.95429,39.24755899999991,129.96875,502.861865,67.92590399999995,79.55249000000003,520.097278,9.15539600000011,90.75781299999994,468.013977,24.64501999999993,82.57067899999993,488.650579,9.355346999999938,131.2973629999999
466.209755,74.57800300000008,146.57275400000003,524.344982,51.36999500000002,149.87097199999994,499.818623,78.33398499999998,97.76062000000002,515.444566,19.679444000000103,111.56579599999986,463.871097,35.889527000000044,101.57238800000005,483.04586,22.00903399999993,151.3835449999999
464.912159,78.66040100000009,153.09106500000007,522.899128,55.05383299999994,156.77551300000005,498.660781,81.46972699999992,104.19103999999993,513.757015,22.86975099999995,118.83496100000002,462.340061,39.32653800000003,108.65454099999988,481.310795,26.008910999999898,158.64367700000003
463.804825,82.41687000000002,159.41332999999986,521.492155,58.7410890000001,163.523682,497.365559,84.46899499999995,110.60876499999995,512.149244,26.082885999999917,126.140625,460.584457,42.76232899999991,115.90197799999987,479.803953,29.985474000000067,165.99633799999992
462.628818,86.34118699999999,166.10522500000002,520.264712,62.37329100000011,170.27978499999995,495.938158,87.35375999999997,116.95263699999987,510.462146,29.06774900000005,133.34289599999988,458.93748800000003,46.09448300000008,123.16296399999987,478.433376,33.88305700000001,173.3179929999999
460.265976,93.95922900000005,179.0076899999999,517.775949,69.60278399999993,182.78320299999996,492.651422,92.9206549999999,128.91455100000007,507.039662,35.15283199999999,147.07080100000007,455.319275,52.31640700000003,137.2467039999999,475.724478,41.64868200000001,187.63171399999987
457.761444,101.34814499999993,190.81897000000004,515.318524,77.00695799999994,194.15808100000004,489.158979,98.30212400000005,139.98303199999987,503.855728,41.24401899999998,159.894043,451.515934,58.26062000000002,150.58019999999988,473.276146,49.3176269999999,200.92126499999995
456.475796,104.95703200000003,196.241943,514.067859,80.67346199999997,199.56213400000001,487.521826,100.98181199999999,145.19152800000006,502.475069,44.30297900000005,166.03772000000004,450.254787,61.094239000000016,156.70092799999998,472.114422,53.10217299999999,207.168091
455.28108199999997,108.49914600000011,201.43383799999992,512.880229,84.33618200000001,204.86242700000003,486.085684,103.76123099999995,150.266846,501.187861,47.35522500000002,171.9278569999999,448.898342,63.95239300000003,162.52587900000003,470.927273,56.8698730000001,213.1622319999999
454.129322,112.024048,206.407105,511.749448,87.99401899999998,209.98706100000004,484.848167,106.61706600000002,155.23840300000006,500.090001,50.443238000000065,177.49365199999988,447.704174,66.94702200000006,168.15734900000007,469.967499,60.4895019999999,218.715332
453.093334,115.41259800000012,211.13610799999992,510.763772,91.42920000000004,215.00305200000003,483.936457,109.38037099999997,159.78198199999997,499.169415,53.56457599999999,182.907471,446.432045,69.82324300000005,173.429932,468.970329,64.05786200000011,224.05896000000007
452.27855999999997,118.77356000000009,215.73169000000007,509.925771,94.75524900000005,219.910523,483.197296,112.59533699999997,164.87304700000004,498.358259,56.70459000000005,188.08044399999994,445.67744,72.99121100000002,178.34375,468.026661,67.48425300000008,229.08960000000002
451.676697,122.0966800000001,220.12988300000006,509.217154,97.95117200000004,224.68823199999997,482.614284,115.2972420000001,168.92016599999988,497.725005,59.83764700000006,192.9223629999999,445.853473,76.277466,182.78869600000007,467.25111400000003,70.78100599999993,233.74987799999985
451.229473,125.35070799999994,224.2348629999999,508.675017,101.16015700000003,229.1842039999999,482.4167,118.61975099999995,173.41638199999989,497.307731,63.02465899999993,197.49646000000007,445.550201,79.43286200000011,187.12487799999985,466.641052,74.06811599999992,238.10156299999994
450.899578,128.68310599999995,228.09350599999993,508.348967,104.48767100000009,233.35669000000007,482.287418,121.95703200000003,177.63452200000006,497.048984,66.20959500000004,201.68151899999998,444.965862,82.52880899999991,191.18005399999993,466.270756,77.43225099999995,242.25231899999994
450.842781,132.07128899999998,231.7420649999999,508.297239,107.90978999999993,237.16967799999998,482.181763,125.13366700000006,181.34008799999992,497.112365,69.6309819999999,205.70788599999992,445.495861,85.77661200000011,194.9273679999999,466.202263,80.89148,246.13964799999985
451.011062,135.52282800000012,235.13794000000007,508.459094,111.4278569999999,240.72070299999996,482.411875,128.69397000000004,185.07189900000003,497.301729,73.02392600000007,209.38635299999987,445.214798,88.94653399999993,198.57849099999999,466.395935,84.38842799999998,249.75292999999988
451.350044,139.04736400000002,238.40625,508.845138,115.03540100000009,243.9594729999999,482.529796,131.908326,188.10082999999986,497.721713,76.55090399999995,212.79235799999992,445.52166,92.289673,201.96679700000004,466.808826,88.02819900000009,253.24646000000007
451.876163,142.62780799999996,241.39929200000006,509.385623,118.73291100000006,246.9594729999999,482.948421,135.49841300000003,191.25036599999999,498.225341,80.12548900000002,215.9857179999999,446.054066,95.72399900000005,205.29785199999992,467.395279,91.70324699999992,256.486572
452.474933,146.216187,244.1816409999999,510.052312,122.5,249.72314499999993,483.497421,139.058716,194.0806889999999,498.90651,83.77307199999996,218.99609399999986,446.550754,99.14550800000006,208.25268600000004,468.147148,95.4129640000001,259.477173
453.176979,149.85839899999996,246.79467799999998,510.845666,126.33923400000003,252.30383299999994,484.059538,142.6237799999999,196.79540999999995,499.751553,87.53405799999996,221.789307,447.42242,102.51196299999992,211.05810599999995,469.045688,99.11279300000001,262.2280269999999
453.871052,153.4801030000001,249.1744389999999,511.637235,130.1748050000001,254.66186500000003,484.758085,146.019898,198.94018600000004,500.600572,91.23400900000001,224.407471,448.158005,105.92504899999994,213.78772000000004,469.968109,102.94519100000002,264.89135699999997
454.67600600000003,157.03027399999996,251.28613300000006,512.51524,133.9758300000001,256.773682,485.376869,149.37023999999997,201.08398399999987,501.618526,94.8817140000001,226.8054199999999,448.974216,109.29077200000006,216.24182100000007,470.994919,106.61181699999997,267.239014
455.512173,160.54419000000007,253.1770019999999,513.457703,137.71948300000008,258.69409199999996,486.161632,152.81860400000005,203.13366700000006,502.55752,98.48364300000003,229.00244099999986,450.047195,112.50061099999994,218.39355499999988,472.049316,110.2825929999999,269.467529
456.437877,164.013062,254.902832,514.437383,141.36084000000005,260.40698199999997,486.918087,156.09155299999998,204.86547900000005,503.606686,102.02502499999991,231.05273399999987,450.834896,115.67541499999993,220.451904,473.10622,113.91235400000005,271.4801029999999
457.354313,167.4442140000001,256.390259,515.463433,144.93615799999998,261.892212,487.749616,159.26965399999995,206.34179700000004,504.586272,105.36877499999991,232.81738300000006,451.796837,118.92687999999998,222.40856899999994,474.183325,117.46093799999994,273.24902299999985
458.339756,170.7897949999999,257.6060789999999,516.464205,148.39624099999992,263.090698,488.588762,162.4434819999999,207.6804199999999,505.485757,108.62475599999993,234.31616199999985,452.78707099999997,122.00109900000007,223.77929700000004,475.274792,121.01257400000009,274.862793
459.299118,174.12561099999994,258.5607909999999,517.448287,151.83898999999997,264.0528569999999,489.448025,165.01916499999993,208.0532229999999,506.458379,111.8120120000001,235.51879899999994,453.58029899999997,124.83191000000011,224.98669399999994,476.323549,124.39685099999997,276.04956100000004
460.254539,177.29553299999998,259.1934819999999,518.44409,155.0997319999999,264.701904,490.196413,168.236451,209.176514,507.471945,114.99316399999998,236.57165499999996,454.416015,127.91906799999992,226.22790499999996,477.359249,127.79858400000012,277.1038819999999
461.193649,180.31262199999992,259.60461399999986,519.408155,158.234375,265.05139199999985,491.121108,170.90881400000012,209.36901899999998,508.339091,117.97192399999994,237.198486,455.525135,130.72607500000004,226.81213400000001,478.378799,130.9323730000001,277.74609399999986
462.165863,183.20459000000005,259.70507799999996,520.352012,161.12353600000006,265.1259769999999,491.89166,173.2678229999999,209.12609900000007,509.258889,120.73034699999994,237.5329589999999,456.34708,133.38037099999997,227.14160199999992,479.376989,133.9172370000001,278.09655799999996
463.089432,185.93847699999992,259.494995,521.315177,163.808716,264.894409,492.742928,175.9747319999999,209.20263699999987,510.108654,123.31652899999995,237.504639,456.980774,135.98803700000008,227.22289999999998,480.305588,136.63842799999998,278.04333500000007
464.015262,188.449341,258.97155799999996,522.238725,166.31994699999996,264.439087,493.608842,178.7000740000001,209.08886699999994,511.098666,125.91943399999991,237.09338400000001,457.980655,138.642701,226.903687,481.237243,139.1604010000001,277.582764
464.870323,190.78271500000005,258.12561000000005,523.073496,168.69616700000006,263.674927,494.552115,181.0886230000001,208.28271500000005,512.068223,128.31616200000008,236.29406700000004,459.043155,140.73962400000005,225.7357179999999,482.125465,141.55712900000003,276.74487299999987
465.654648,192.78295900000012,256.828125,523.951425,170.96484400000008,262.6625979999999,495.60358,183.46557699999994,207.2250979999999,513.075131,130.59631400000012,235.112793,459.930935,142.94445799999994,224.46374500000002,482.995737,143.59558100000004,275.41955600000006
466.4347,194.6844490000001,255.36547900000005,524.786596,173.07153399999993,261.36987299999987,496.675727,185.39160199999992,205.475952,514.233241,132.74523999999997,233.51977499999998,461.337204,145.03564499999993,222.773682,483.898723,145.4534920000001,273.79199199999994
467.296299,196.3673100000001,253.57458500000007,525.654724,175.0350350000001,259.854736,499.04195,185.13745199999994,201.08850099999995,515.599676,134.94189499999993,231.75915499999996,462.745243,146.8585210000001,220.74853499999995,484.838388,147.141846,271.86206100000004
468.176166,197.89245600000004,251.5279539999999,526.633266,176.81115799999998,258.03369099999986,500.249206,187.42761300000006,199.44189499999993,516.853174,136.83264200000008,229.55224599999997,463.956672,148.474244,218.22460899999987,485.881573,148.66784699999994,269.6152339999999
469.20433,199.46142600000007,249.40820299999996,527.66571,178.47912599999995,256.02587900000003,501.54668399999997,189.33508299999994,197.32995600000004,518.249844,138.81066899999996,227.26879899999994,465.454006,150.3214109999999,215.75830100000007,486.964599,150.15588400000001,267.24096699999996
