Trajectories,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,
,,Teniska_loptica:Sfera1,,,Teniska_loptica:Sfera2,,,Teniska_loptica:Sfera3,,,Teniska_loptica:Sfera4,,,Teniska_loptica:Sfera5,,,Teniska_loptica:Sfera6,,
316,0,-295.909058,384.225189,1988.365234,-237.067429,377.767761,2004.147827,-285.619751,361.731171,2044.372559,-243.473022,406.139923,2044.989136,-295.034149,418.368378,2038.721313,-257.254791,421.616394,1998.035034
317,0,-300.302826,356.207001,1993.561035,-239.99852,347.143005,2007.960571,-290.117798,323.005768,2043.040283,-247.923859,365.303955,2054.313721,-299.410187,377.838837,2050.099121,-261.564514,393.223785,2012.562988
318,0,-304.22818,327.453979,1999.030151,-243.606003,315.778351,2011.888062,-294.234467,284.117065,2040.501587,-252.306046,324.144653,2061.458252,-304.175323,336.404358,2059.627197,-265.934875,360.671448,2026.504761
319,0,-307.691345,299.317596,2005.494385,-246.759735,285.580627,2015.668579,-298.46283,247.010223,2036.62085,-256.587067,282.812134,2066.2854,-308.778381,294.657379,2066.50293,-270.474579,325.754822,2039.963989
320,0,-311.685638,270.138214,2012.220093,-250.831985,253.759354,2019.933716,-302.411621,212.257843,2031.412598,-260.951965,241.603104,2068.774658,-313.327789,253.032928,2070.974121,-275.247131,288.578766,2051.997314
321,0,-315.779053,240.322556,2019.251343,-254.821564,222.072464,2023.867188,-305.930054,179.897141,2025.570435,-265.199615,200.939072,2069.013428,-317.819946,211.384689,2073.006836,-279.939728,249.633636,2062.372803
322,0,-319.949646,209.412567,2026.271362,-259.487762,191.289719,2028.279785,-309.206085,149.757263,2019.710083,-269.655518,160.623322,2066.979004,-320.804474,168.424011,2072.614014,-282.315125,205.882278,2070.480225
323,0,-324.246918,177.219238,2033.187378,-263.76416,159.34407,2032.20752,-312.312592,121.162033,2014.45105,-274.046448,121.147614,2062.751465,-326.541565,129.560928,2069.410156,-290.091736,168.305893,2076.991455
324,0,-328.540283,143.606064,2039.612061,-268.073242,126.71299,2035.810913,-315.742889,93.543251,2009.458008,-278.164459,83.030861,2056.936035,-330.809845,89.234673,2064.354736,-294.443512,124.97538,2080.131592
325,0,-332.836182,108.513702,2045.124512,-272.3591,93.17701,2038.988403,-319.29129,66.300552,2005.449341,-282.145111,46.022068,2049.719727,-334.959869,49.844559,2057.304443,-299.070313,81.938667,2080.966553
326,0,-337.240295,71.93869,2049.402344,-276.536621,58.701488,2041.397095,-322.858826,39.242382,2002.130737,-286.119598,10.345037,2041.175171,-339.111115,11.803311,2048.541504,-303.79892,39.174026,2079.228516
327,0,-341.610657,34.060505,2052.221436,-280.651062,23.37639,2042.866211,-326.56665,12.365404,1999.223999,-290.106018,-24.010441,2031.667725,-343.185822,-24.552656,2038.339355,-308.1716,-4.144129,2075.313965
328,0,-346.151764,-5.076016,2053.463867,-284.846161,-12.941401,2043.111816,-330.294922,-14.652416,1996.787964,-294.033325,-56.887665,2021.535156,-347.087738,-59.141701,2027.127319,-312.667267,-47.204666,2068.676758
329,0,-350.811005,-45.013332,2052.807861,-289.147583,-50.115208,2042.117065,-334.198853,-41.675125,1995.119263,-297.970612,-88.404907,2011.092896,-350.806091,-92.109756,2015.190186,-317.019653,-89.736275,2059.243896
330,0,-355.486511,-85.615028,2050.065186,-293.962402,-87.447563,2039.156006,-338.496155,-69.450684,1993.487915,-301.794678,-118.897285,2000.536499,-354.488586,-123.461388,2002.801392,,,
331,0,-360.40274,-126.991379,2044.951904,-301.703003,-121.493118,2034.624756,-342.051025,-98.927834,1993.004639,-305.458649,-148.53653,1990.010864,-358.072113,-153.767548,1990.464722,-311.371033,-147.776855,2033.872314
332,0,-364.935669,-168.240005,2037.227417,-303.076691,-164.576141,2028.170532,-346.118408,-129.551544,1992.633911,-308.816711,-177.308792,1979.417236,-361.684509,-183.247238,1978.379272,-329.940826,-208.71524,2016.019531
333,0,-369.275238,-209.428207,2027.097656,-307.13913,-204.165192,2019.656128,-350.265564,-162.346115,1992.214478,-312.266083,-206.196411,1969.24585,-365.508636,-211.520157,1966.193726,-333.97348,-244.630966,1998.193237
334,0,-373.616089,-250.152771,2014.571655,-311.465332,-243.685501,2009.62085,-354.572693,-197.258682,1991.059692,-316.18869,-235.040314,1959.77356,-369.067902,-239.936737,1955.101318,-335.387421,-281.445831,1979.576782
335,0,-377.980042,-290.351837,1999.848511,-315.658844,-282.810913,1997.136475,-359.173706,-233.478226,1988.834595,-320.003265,-264.236359,1950.418091,-372.607697,-267.377869,1944.145996,-340.899017,-310.2547,1959.494751
336,0,-382.365417,-329.660919,1982.523438,-319.338684,-322.189911,1983.380249,-363.211304,-272.801544,1984.400757,-322.770874,-296.050751,1942.047241,-376.620331,-295.756744,1933.357056,-345.569824,-340.702332,1940.781616
337,0,-386.655945,-367.950989,1963.81958,-324.599487,-360.466858,1966.525757,-367.78064,-313.122559,1978.534058,-326.325226,-326.411591,1932.876099,-380.889801,-324.460358,1922.979492,-349.378815,-369.232239,1921.632935
338,0,-390.804169,-404.806061,1943.626709,-329.244171,-398.242523,1947.924316,-372.185791,-355.074097,1969.603638,-332.010162,-355.536621,1923.505981,-384.207764,-352.913452,1913.30127,-353.146118,-396.543213,1903.041992
339,0,-394.890137,-440.287994,1922.208496,-332.973511,-434.618805,1928.921631,-376.621765,-397.728485,1958.24231,-335.871246,-387.841919,1913.615112,-388.810272,-383.390747,1903.816772,-357.020233,-423.770813,1884.807251
340,0,-398.889893,-475.222717,1899.846191,-335.987488,-467.657593,1908.522095,-381.091797,-440.564331,1944.362305,-339.89267,-421.237305,1903.406128,-392.347748,-414.287079,1893.787964,-360.560974,-449.949677,1867.346436
341,0,-402.79776,-507.925812,1876.557129,-341.125671,-504.516418,1886.270264,-385.630463,-483.178833,1927.960083,-343.595551,-455.197845,1892.709595,-396.91922,-447.481903,1884.09314,-364.175568,-476.365143,1850.440674
342,0,-406.078949,-539.928772,1852.958984,-344.9935,-537.753479,1863.61499,-390.067017,-525.865662,1909.118042,-348.040253,-491.142761,1880.733765,-400.981323,-481.934631,1873.326904,-367.410278,-503.150818,1834.68811
343,0,-410.266907,-569.753052,1829.216675,-348.859436,-570.05896,1840.463501,-394.569611,-568.226685,1887.430176,-352.492523,-528.211914,1867.281616,-405.147919,-518.098755,1861.41272,-371.549805,-529.932739,1819.784302
344,0,-413.909821,-599.080383,1805.524048,-352.732178,-601.462219,1816.932373,-398.294891,-610.464661,1862.827637,-356.993134,-566.234802,1852.224854,-409.411072,-555.783142,1847.963257,-375.174835,-558.016907,1804.875854
345,0,-417.606262,-627.579407,1782.00415,-356.502136,-632.315979,1793.177124,-403.09964,-650.979797,1836.271484,-361.423584,-605.108154,1835.519775,-413.927094,-594.565491,1833.017578,-380.452911,-586.026733,1790.729858
346,0,-421.481323,-655.551086,1758.701782,-360.122314,-662.519836,1769.088379,-407.463623,-689.548706,1806.748291,-365.975708,-644.782471,1816.525024,-418.488708,-634.676086,1816.064087,-383.234009,-618.636047,1776.980103
347,0,-425.359314,-683.132629,1735.898193,-363.73114,-692.917725,1745.311646,-411.44339,-726.734558,1775.599609,-370.430969,-684.859375,1795.297119,-422.900818,-675.35675,1796.615112,-388.224487,-650.671936,1762.218872
348,0,-429.486115,-711.257202,1713.519897,-367.137665,-722.713928,1721.418213,-415.060669,-762.76001,1743.348755,-374.811371,-725.113159,1771.846436,-427.341827,-716.364929,1774.968994,-392.435944,-684.316772,1746.837891
349,0,-433.422241,-739.181885,1691.343384,-371.454834,-751.720764,1697.853882,-418.659119,-795.556885,1709.760742,-379.030518,-765.475037,1746.354858,-431.764496,-757.462646,1750.772705,-397.043915,-720.315491,1730.507813
350,0,-436.922943,-768.335327,1670.019653,-375.428741,-781.579895,1674.257568,-422.163239,-827.07605,1675.895264,-383.128876,-805.312683,1718.657837,-435.808411,-798.732056,1724.057617,-401.339417,-757.798584,1713.057495
351,0,-440.985992,-798.646667,1648.611816,-379.335724,-811.943176,1650.663208,-425.684875,-856.86615,1641.971558,-387.376648,-844.519531,1688.824341,-439.202667,-840.526123,1694.322266,-406.184723,-797.454102,1693.193115
352,0,-445.199829,-830.079651,1626.959229,-383.608032,-842.288269,1626.685547,-429.287903,-885.017334,1608.458252,-391.807892,-883.030945,1656.90564,-444.65802,-879.050171,1662.924316,-410.862915,-837.745911,1670.783203
353,0,-449.582336,-862.886719,1604.739136,-387.665771,-874.300415,1602.656738,-432.867981,-911.551514,1575.068604,-395.976379,-920.174255,1623.131592,-448.454437,-918.535767,1629.258301,-415.27594,-879.363098,1646.325562
354,0,-453.802673,-897.268555,1581.859741,-391.598389,-907.184021,1577.842773,-435.929749,-937.104431,1542.326782,-400.017975,-956.278625,1587.984619,-453.082123,-956.764221,1594.135376,-419.796967,-921.391357,1619.516479
355,0,-458.476776,-932.338379,1557.963623,-395.806885,-940.599731,1553.044312,-439.155182,-963.587463,1510.222656,-403.531586,-991.000549,1551.664917,-457.086273,-992.486572,1556.381348,-424.291168,-963.468445,1590.130981
356,0,-462.765503,-968.696838,1532.403076,-400.356506,-975.702454,1526.633545,-442.277802,-989.82843,1479.199585,-407.344604,-1024.653809,1514.334351,-461.198364,-1027.722168,1517.86084,-428.397766,-1004.570007,1557.142822
357,0,-464.131897,-996.518799,1510.899292,-400.943298,-1002.138733,1500.67749,,,,-407.77832,-1051.263184,1493.078735,-461.79303,-1055.222168,1503.356934,-427.182922,-1028.061157,1536.707153
358,0,-452.636017,-1008.570313,1510.915527,-391.78653,-1023.165466,1499.079346,,,,-404.577393,-1070.02417,1495.125366,-458.48288,-1067.877197,1507.369263,-419.157379,-1044.063232,1538.065796
359,0,-440.154144,-1020.352722,1510.097534,-383.046936,-1045.110718,1497.914307,,,,-400.654175,-1091.503662,1500.199341,-452.221802,-1078.228394,1512.144409,-409.704041,-1057.47644,1539.208252
360,0,-428.927429,-1033.607788,1508.555298,-377.490143,-1067.972534,1494.055054,,,,-397.014069,-1112.1604,1504.298706,-446.587585,-1089.887939,1516.553711,-400.567871,-1071.572632,1539.211182
361,0,-421.174103,-1048.988403,1506.9198,,,,-431.436157,-1098.703857,1473.144287,,,,-441.952057,-1102.017334,1520.219727,-394.00766,-1086.082886,1538.100464
362,0,-413.192108,-1061.047974,1504.056885,,,,-426.462219,-1108.879883,1467.317383,-391.886902,-1143.568359,1507.367065,-436.911377,-1114.050537,1522.69165,-385.912872,-1099.170898,1535.697388
363,0,-408.332214,-1078.204834,1497.152588,-361.535461,-1116.797363,1484.667969,-425.202057,-1128.312988,1466.294067,-386.039978,-1149.019897,1500.788696,-431.482758,-1130.825806,1524.724609,-380.093445,-1115.025635,1531.181152
364,,,,,,,,,,,,,,,,,,,
365,,,,,,,,,,,,,,,,,,,
366,0,-392.670593,-1143.860474,1480.098145,-353.311462,-1195.384033,1471.874146,,,,-382.962677,-1224.700439,1504.682739,-421.513123,-1187.844238,1516.782715,-367.380859,-1174.273926,1519.952759
367,0,-386.314728,-1162.302612,1477.939453,-345.281708,-1213.18457,1469.982788,,,,-375.104706,-1242.765259,1502.501465,-413.652771,-1207.328613,1512.276367,-361.107819,-1192.765503,1518.30835
368,0,-380.181335,-1177.786621,1476.197754,,,,,,,-366.816315,-1257.270996,1500.857056,-406.639618,-1223.60144,1510.620728,-353.993805,-1207.590576,1516.461914
369,0,-375.058868,-1191.842896,1475.439209,-328.026184,-1234.494507,1470.878052,-388.211212,-1243.570557,1453.470703,-358.794342,-1270.078979,1499.990601,-400.093811,-1238.289429,1510.256348,-347.912537,-1220.950073,1515.830444
370,0,-371.574982,-1204.554077,1476.375244,,,,,,,-351.615143,-1281.884888,1499.326538,-394.068909,-1252.090454,1511.074463,-342.358276,-1233.824707,1515.990112
371,0,-370.16571,-1215.689087,1478.529297,-320.428101,-1254.455933,1470.407593,-378.430084,-1270.763062,1456.695801,-345.926056,-1290.787842,1497.96875,-390.169495,-1264.535278,1512.664673,-339.132568,-1244.708496,1517.012329
372,0,-371.075012,-1225.390381,1480.125488,-319.753815,-1261.523804,1470.422241,,,,-342.854279,-1299.546997,1498.166382,-388.616577,-1275.182617,1513.844971,-338.305786,-1253.607544,1517.972168
373,0,-372.424591,-1233.074585,1480.933716,-321.006348,-1267.697388,1470.294922,,,,-341.954712,-1306.121582,1497.999268,-388.953766,-1283.992798,1514.207886,-339.594086,-1260.474365,1518.422729
374,0,-374.321686,-1239.020508,1481.340942,,,,-360.652618,-1345.465698,1445.510254,-342.790741,-1311.777588,1497.469971,-390.700195,-1291.018799,1513.353882,-341.791046,-1266.31604,1518.515259
375,0,-376.061462,-1243.957275,1480.964722,-323.940582,-1277.620117,1470.061279,,,,-344.406128,-1316.892944,1496.547607,-393.201691,-1296.938965,1511.72644,-344.287537,-1271.816528,1518.181396
376,0,-378.130646,-1249.384399,1479.640991,-325.600037,-1283.787964,1470.039429,,,,-346.286316,-1322.117432,1495.840088,-395.585632,-1302.049194,1509.530396,-346.862366,-1276.703491,1517.59082
377,0,-379.929535,-1254.195923,1477.922485,-327.083618,-1289.417236,1469.477417,,,,-347.551239,-1326.62793,1494.945313,-397.473419,-1307.090454,1507.385986,-349.226288,-1281.080933,1516.724487
378,0,-381.361847,-1259.064209,1476.161743,-328.055084,-1294.292725,1468.88623,,,,-348.472473,-1331.084839,1494.03772,-398.791077,-1312.14978,1505.376465,-351.197998,-1285.505127,1515.877441
379,0,-382.400879,-1264.012939,1474.70459,-328.639526,-1298.844727,1468.397461,,,,-348.509003,-1334.894409,1492.527344,-399.466553,-1317.344604,1503.784546,-352.529022,-1290.153809,1515.132813
380,0,-383.019623,-1269.259888,1473.973389,-328.898743,-1303.530273,1467.827271,,,,-348.445526,-1339.800537,1491.736572,-399.463196,-1322.80481,1502.624878,-353.028107,-1295.060059,1514.463257
381,0,-383.190796,-1274.506836,1473.659302,-328.660889,-1308.170654,1467.294067,,,,-347.944275,-1344.932617,1490.937256,-398.931305,-1328.626221,1501.816528,-352.88974,-1300.309937,1513.928833
382,0,-382.900238,-1280.018188,1473.60376,-328.116669,-1313.299072,1466.756958,,,,-347.055237,-1350.290894,1490.182739,-397.990845,-1334.437134,1501.129639,-352.234711,-1305.891724,1513.552368
383,0,,,,,,,-349.644714,-1361.81189,1452.939453,-345.986328,-1355.562012,1489.411377,-396.832062,-1340.197632,1500.601563,-351.313751,-1311.540894,1513.273804
384,0,,,,,,,-348.80481,-1367.231689,1452.5271,-344.746124,-1360.702759,1488.672729,-395.567993,-1345.824585,1500.080444,-350.427826,-1317.605225,1512.942261
385,0,,,,,,,-348.136322,-1372.340332,1451.934326,-343.412506,-1365.482666,1487.813599,-394.310699,-1351.259888,1499.473145,-349.352295,-1322.374512,1512.278687
386,0,,,,,,,-347.924438,-1377.444214,1451.073242,-342.082092,-1370.106934,1486.987793,-393.058807,-1356.491333,1498.702759,-348.48642,-1326.672119,1511.532715
387,0,,,,,,,-347.869324,-1382.402832,1449.900146,-340.911774,-1374.742065,1486.55603,-391.959503,-1361.59082,1497.796631,-347.932495,-1330.707031,1510.627686
388,0,,,,,,,-348.106079,-1386.995972,1448.559692,-339.711395,-1378.463257,1485.628662,-391.050903,-1366.358398,1496.654663,-347.871155,-1334.501831,1509.610352
389,0,,,,,,,-348.485443,-1391.499512,1447.149292,-338.658295,-1381.877686,1484.612549,-390.292267,-1371.151245,1495.499634,-347.928375,-1337.805664,1508.445435
390,0,,,,,,,-349.099823,-1395.871216,1445.828735,-337.862183,-1385.183716,1483.476563,-389.866333,-1375.69751,1494.164307,-348.302246,-1341.372437,1507.197998
391,0,,,,,,,-349.451691,-1399.887695,1444.476807,-337.363464,-1388.593872,1482.314209,-389.646271,-1379.970581,1492.630249,-348.814484,-1345.251831,1506.057739
392,0,,,,,,,-349.682617,-1403.723999,1443.261597,-336.97168,-1391.958252,1480.999634,-389.493805,-1383.99292,1490.992676,-349.045166,-1348.81897,1504.749512
393,0,,,,,,,-349.746155,-1407.383545,1442.113159,-336.581421,-1395.34021,1479.703247,-389.311829,-1387.890381,1489.380249,-349.187988,-1352.507324,1503.608643
394,0,,,,,,,-349.552948,-1410.770386,1441.102051,-336.118134,-1398.49939,1478.449951,-389.024292,-1391.560181,1487.931274,-349.195801,-1356.05957,1502.553955
395,0,,,,,,,-349.40097,-1414.0625,1440.115845,-335.51123,-1401.401245,1477.342773,-388.542236,-1394.879395,1486.670776,-348.991028,-1359.109375,1501.56189
396,0,-381.435333,-1339.42334,1460.500488,,,,,,,-334.760284,-1403.93103,1476.388428,-387.899628,-1397.88623,1485.594971,-348.671844,-1361.74585,1500.661011
397,0,,,,,,,-348.895599,-1419.297241,1438.389282,-334.015228,-1406.145752,1475.656494,-387.172516,-1400.478027,1484.691772,-348.30777,-1364.070923,1499.884888
398,0,-380.940308,-1344.553345,1458.737793,-320.76297,-1367.013184,1453.643066,,,,-333.270508,-1408.078125,1474.969116,-386.518768,-1402.925537,1484.050903,-347.904694,-1366.048828,1499.144287
399,0,-380.535309,-1346.583984,1458.043335,,,,,,,-332.676666,-1409.911011,1474.396118,-385.973755,-1405.02356,1483.457642,-347.516663,-1367.860718,1498.437378
400,0,-380.226349,-1348.193726,1457.22644,-319.823853,-1370.283813,1452.251099,,,,-332.227509,-1411.595581,1473.762207,-385.572662,-1406.777832,1482.762817,-347.138885,-1369.531738,1497.753418
401,0,-379.894928,-1349.654419,1456.442627,-319.486633,-1371.735596,1451.514404,,,,-331.959442,-1413.083862,1473.071655,-385.266266,-1408.393921,1482.033081,-346.841675,-1371.055054,1497.032227
402,0,-379.610931,-1350.829834,1455.601563,-319.272003,-1372.90686,1450.736206,,,,-331.835022,-1414.43689,1472.300415,-385.084106,-1409.55127,1481.07666,-346.652435,-1372.360229,1496.227295
403,0,-379.524933,-1351.938232,1454.643311,-319.273163,-1373.984863,1449.88562,,,,-331.850708,-1415.407227,1471.391724,-385.138916,-1410.502808,1480.123169,-346.696259,-1373.355713,1495.277466
404,0,-379.650818,-1352.605957,1453.422974,-319.340179,-1374.717407,1448.887451,,,,-332.045288,-1416.051025,1470.38501,-385.381805,-1410.848145,1478.847778,-346.89386,-1373.990967,1494.250977
405,0,-379.763031,-1352.717285,1452.155762,-319.521759,-1375.101074,1447.607422,,,,-332.452637,-1416.310425,1469.221313,-385.740295,-1410.918213,1477.473022,-347.251099,-1374.208374,1493.113037
406,0,-379.998047,-1352.415283,1450.56543,-319.809296,-1375.175415,1446.507324,,,,-333.039459,-1416.281494,1467.9729,-386.436798,-1410.960693,1476.232788,-347.79187,-1374.190674,1491.880981
407,0,-380.259338,-1351.833862,1448.974731,-320.228363,-1375.01123,1445.119507,,,,-333.844696,-1416.06897,1466.675537,-387.200775,-1410.116577,1474.505737,-348.400848,-1373.733887,1490.443848
408,0,-380.599182,-1350.899536,1447.242676,-320.715973,-1374.658569,1443.775391,,,,-334.8302,-1415.569336,1465.292236,-388.167572,-1409.276611,1472.953491,-349.13147,-1373.072388,1488.97229
409,0,-380.970215,-1349.892822,1445.397583,-321.390015,-1374.152588,1442.183594,,,,-335.924622,-1414.807251,1463.858154,-389.237091,-1408.036011,1471.251587,-349.76712,-1371.90271,1486.926025
410,0,-381.570831,-1348.405762,1443.46106,-322.157196,-1373.241821,1440.626099,,,,-337.164368,-1413.781616,1462.349121,-390.402588,-1406.122437,1469.207275,-350.608307,-1370.666626,1485.151733
411,0,-382.109802,-1346.839233,1441.562866,-322.94278,-1372.244995,1439.016113,,,,-338.589722,-1412.60144,1460.845825,-391.740326,-1404.691772,1467.711426,-351.568634,-1369.168579,1483.391113
412,0,-382.762878,-1344.800293,1439.664429,-323.944122,-1371.166504,1437.393555,,,,-340.200653,-1411.206177,1459.32019,-393.207764,-1402.435913,1465.827881,-352.685944,-1367.501953,1481.630249
413,0,-383.55069,-1342.660278,1437.747925,-325.072601,-1369.69458,1435.702271,,,,-341.961121,-1409.581787,1457.769531,-394.776154,-1399.875488,1463.9104,-353.854523,-1365.607788,1479.926392
414,0,-384.243073,-1340.166992,1435.765381,-326.288696,-1368.344849,1433.891113,,,,-343.87027,-1407.696899,1456.141846,-396.587769,-1396.897827,1461.803223,-355.199249,-1363.552612,1478.129883
415,0,-385.042572,-1337.205811,1433.858765,-327.482056,-1366.465332,1432.315063,,,,-346.004364,-1405.630249,1454.468628,-398.463959,-1393.979004,1459.938721,-356.618988,-1361.230835,1476.32251
416,0,-385.759613,-1334.086792,1431.811035,-328.780731,-1364.341064,1430.677368,,,,-348.254242,-1403.28186,1452.7771,-400.512299,-1390.450073,1457.786133,-358.129944,-1358.58313,1474.44812
417,0,-386.635529,-1330.598145,1429.62793,-330.166504,-1362.038086,1428.938721,,,,-350.580933,-1400.614868,1450.947876,-402.630798,-1386.48877,1455.365234,-359.72641,-1355.676392,1472.540649
418,0,-387.591736,-1327.107788,1427.525391,-331.598633,-1359.417358,1427.38208,,,,-352.98996,-1397.699219,1449.145142,-404.805115,-1382.167725,1452.848389,-361.471283,-1352.493408,1470.592041
419,0,-388.491302,-1323.185791,1425.298706,-333.117493,-1356.617798,1425.721313,,,,-355.442963,-1394.549805,1447.291382,-407.032257,-1378.090942,1450.544312,-363.26886,-1349.081787,1468.589966
420,0,-389.43042,-1319.352051,1423.089966,-334.572113,-1353.756714,1424.024902,,,,-357.866699,-1391.248291,1445.402466,-409.197876,-1373.80188,1448.211792,-365.102234,-1345.566772,1466.61377
421,0,-390.320801,-1315.266968,1420.832764,-336.138824,-1350.679443,1422.340088,,,,-360.300201,-1387.864502,1443.569336,-411.449371,-1369.441772,1445.893433,-366.910645,-1341.927002,1464.611572
422,0,-391.19574,-1311.004517,1418.552002,-337.641296,-1347.537964,1420.608154,,,,-362.778503,-1384.386597,1441.66394,-413.638794,-1364.938477,1443.55896,-368.688995,-1338.214355,1462.601685
423,0,-392.051392,-1307.022949,1416.210205,-339.127899,-1344.403931,1418.87207,,,,-365.265656,-1380.740356,1439.700317,-415.802582,-1360.337646,1441.215088,-370.454132,-1334.424683,1460.560547
424,0,-392.710632,-1302.705078,1413.937744,-340.635345,-1341.258179,1417.048096,,,,-367.800812,-1377.09436,1437.814331,-417.903534,-1355.581299,1438.818359,-372.172272,-1330.517212,1458.49353
425,0,-393.502014,-1298.480469,1411.528687,-342.134857,-1337.949097,1415.221191,,,,-370.343872,-1373.342163,1435.797607,-420.090973,-1350.773193,1436.40332,-373.885345,-1326.575928,1456.414917
426,0,-394.224396,-1293.810913,1409.185791,-343.674774,-1334.539551,1413.39624,,,,-372.935211,-1369.469971,1433.795166,-422.216492,-1345.794189,1433.906494,-375.662933,-1322.517822,1454.266846
427,0,-394.9599,-1289.335205,1406.759277,-344.333527,-1333.782471,1411.055908,,,,,,,-424.390076,-1340.799072,1431.378296,-377.460999,-1318.325928,1452.037231
428,0,-395.686462,-1284.699829,1404.313599,-346.430847,-1329.278931,1409.064819,,,,-377.901428,-1358.274292,1427.378174,-426.580139,-1335.592896,1428.840576,-379.323975,-1314.078735,1449.844604
429,0,-396.441528,-1280.005493,1401.641846,-348.27771,-1324.816528,1407.088257,,,,-380.206787,-1354.71106,1425.619385,-428.670349,-1330.206543,1426.195801,-381.0867,-1309.37793,1447.432007
430,0,-396.934082,-1274.996094,1398.896362,-349.915527,-1320.094238,1405.042969,-400.961884,-1329.998413,1375.231689,-382.783813,-1350.633545,1423.943726,-430.626862,-1324.519775,1423.569824,-382.609619,-1304.516602,1444.994751
431,0,-397.371216,-1269.913574,1396.123535,-351.50116,-1315.311646,1402.820068,-402.819946,-1324.934326,1372.842896,-385.184021,-1346.419189,1422.294434,,,,-383.917572,-1299.513916,1442.528809
432,0,-397.474823,-1264.809814,1393.251587,-352.219269,-1310.629517,1401.193115,-404.424652,-1319.140747,1370.023438,-387.253998,-1342.143677,1420.585571,-433.362427,-1312.159668,1418.194946,-384.97879,-1294.353271,1439.884399
433,0,-397.266724,-1259.691895,1390.138672,-353.054291,-1306.120972,1398.893188,,,,-389.267578,-1337.09082,1418.692139,-434.486206,-1305.4021,1415.687256,-385.708038,-1289.079346,1437.246826
434,0,-396.859894,-1254.447876,1386.889404,-354.482452,-1297.05896,1398.677612,,,,-390.996948,-1331.851196,1416.584229,-435.357391,-1299.187622,1412.750244,-386.122955,-1283.499634,1434.317505
435,0,-395.947662,-1251.128906,1382.889526,-354.966644,-1292.9021,1396.033813,,,,-392.476288,-1326.419312,1414.263916,-436.458801,-1289.588135,1408.805054,-386.381042,-1277.959473,1431.277954
436,0,-395.680389,-1244.641357,1379.574463,-355.281219,-1288.614746,1393.217163,,,,-393.854828,-1320.978882,1411.804565,-437.111755,-1282.91394,1405.619385,-386.595184,-1272.451904,1428.084839
437,0,-395.456116,-1238.233398,1376.025391,-355.628204,-1284.417236,1390.262451,,,,-395.225739,-1315.295776,1409.036499,-437.69043,-1276.521973,1402.475952,-386.938812,-1266.958008,1424.690674
438,0,-395.284424,-1232.121216,1372.281738,-355.825836,-1280.123169,1387.144165,,,,-396.602661,-1309.64978,1406.232544,-438.372559,-1270.062988,1398.989136,-387.317017,-1260.892456,1420.708374
439,0,-394.175079,-1229.162231,1367.591553,-355.756378,-1275.229858,1384,,,,-398.062561,-1304.011719,1403.27417,-437.88205,-1266.387451,1395.314819,-387.804657,-1255.291748,1417.050781
440,0,-393.71875,-1224.227661,1363.264526,-356.19342,-1271.121582,1380.692627,,,,-399.452087,-1298.296997,1400.185059,-437.301117,-1259.62854,1390.603516,-388.303497,-1249.587402,1413.212036
441,0,-393.08316,-1219.129761,1358.977783,-356.56546,-1266.691406,1377.313721,,,,-400.728943,-1292.634521,1396.960815,-437.726257,-1253.531616,1386.51709,-388.646698,-1243.994507,1409.319092
442,0,-392.26297,-1214.43811,1354.574585,-356.658966,-1261.719971,1373.905151,,,,-401.890289,-1287.142578,1393.60083,-438.117279,-1247.473267,1382.063477,-388.831573,-1238.549072,1405.302368
443,0,-391.241211,-1209.662354,1350.30127,-357.677216,-1257.779053,1370.961792,,,,-402.935699,-1281.802246,1390.133545,-438.095032,-1241.531372,1377.765137,-388.848389,-1233.396729,1401.292725
444,0,-390.176819,-1205.353394,1345.913208,-358.822479,-1256.220947,1366.314331,,,,-403.825745,-1276.604004,1386.667236,-438.035126,-1235.80603,1373.521118,-388.709412,-1228.231934,1397.221558
445,0,-389.063934,-1201.150879,1341.456055,,,,,,,-404.560791,-1271.523193,1383.269165,-437.782288,-1230.282837,1369.335205,-388.418518,-1223.332153,1393.191406
446,0,-387.879303,-1197.3125,1337.021973,-358.528412,-1247.615234,1359.830444,,,,-405.070557,-1266.785645,1380.165039,-437.301361,-1224.753296,1364.987061,-388.004883,-1218.610718,1389.140137
447,0,-386.651886,-1193.359375,1332.780884,,,,,,,-405.315765,-1261.606201,1376.53833,-436.780151,-1219.446411,1360.750488,-387.480164,-1213.824707,1385.034424
448,0,-385.341919,-1189.791992,1328.422485,,,,,,,-405.346802,-1256.623047,1372.995728,-436.054199,-1214.460327,1356.622559,-386.841736,-1209.360107,1381.05603
449,0,-384.06311,-1186.566406,1324.068481,,,,,,,-405.215881,-1251.899048,1369.584839,-435.390137,-1209.901733,1352.658325,-386.055725,-1205.034912,1376.980103
450,0,-382.604767,-1183.51416,1319.837402,,,,,,,-404.982208,-1247.305054,1366.158203,-434.525269,-1205.429565,1348.653564,-385.187561,-1200.992432,1373.027832
451,0,-381.123322,-1180.79895,1315.848022,,,,,,,-404.824005,-1243.302856,1363.044556,-433.422699,-1201.246826,1344.730713,-384.132294,-1197.249023,1369.151855
452,0,-379.574829,-1178.31543,1311.966797,,,,,,,-404.796295,-1239.64917,1360.077148,-432.14624,-1197.27771,1340.935913,-382.990021,-1193.912476,1365.596924
