Segments
100
,,Teniska_loptica:Sfera,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,mm,mm,mm
249,,,,,,,
250,,,,,,,
251,,,,,,,
252,,,,,,,
253,,,,,,,
254,,,,,,,
255,,,,,,,
256,,,,,,,
257,,,,,,,
258,,,,,,,
259,,,,,,,
260,,,,,,,
261,,,,,,,
262,,,,,,,
263,,,,,,,
264,,,,,,,
265,,,,,,,
266,,,,,,,
267,,,,,,,
268,,,,,,,
269,,,,,,,
270,,,,,,,
271,,,,,,,
272,,,,,,,
273,,,,,,,
274,,,,,,,
275,,,,,,,
276,,,,,,,
277,,,,,,,
278,,,,,,,
279,,,,,,,
280,,,,,,,
281,,,,,,,
282,,,,,,,
283,,,,,,,
284,,,,,,,
285,,,,,,,
286,0,-128.959,146.113,111.544,-83.0062,2327.08,580.429
287,0,-127.156,151.871,109.468,-83.9088,2281.94,590.544
288,0,-126.039,158.816,106.406,-84.2298,2234.84,604.142
289,0,-125.001,164.517,104.03,-84.4865,2188.02,620.635
290,0,-135.057,171.991,92.9123,-83.5978,2132.79,640.328
291,0,-132.323,178.509,89.0398,-83.6811,2085.27,663.389
292,0,-105.287,213.306,71.2379,-88.1247,2029.65,701.711
293,0,-104.168,217.167,65.9924,-88.3737,1982.63,731.338
294,0,-101.503,220.575,60.7741,-89.6323,1936.45,763.525
295,0,-130.801,194.982,72.4457,-86.8594,1895.51,787.201
296,0,-137.643,190.675,65.6362,-86.247,1850.01,822.711
297,0,-145.601,178.463,67.6934,-87.7618,1807.04,857.644
298,0,-147.487,169.545,68.2241,-89.1039,1765.82,895.554
299,0,-158.901,147.704,74.7591,-91.0538,1728.56,933.422
300,0,-164.135,125.433,79.6046,-91.7424,1693.86,972.399
301,0,-164.808,102.431,84.0347,-93.3462,1661.73,1013.14
302,0,-163.578,84.3555,85.7281,-94.3745,1627.88,1054.47
303,0,-160.183,68.0503,86.3071,-97.3659,1597.12,1096.62
304,0,-155.467,49.2148,85.5297,-98.7829,1563.99,1138.58
305,0,-148.876,31.9987,84.5473,-102.104,1533.12,1182.04
306,0,-140.519,16.7712,80.5493,-104.31,1501.98,1226.27
307,0,-132.806,2.85501,77.6574,-108.501,1467.33,1270.78
308,0,-122.958,-10.0778,74.6408,-113.252,1431.05,1315.82
309,0,-110.741,-17.587,71.2459,-113.72,1395.75,1361.1
310,0,-102.335,-33.0236,65.2869,-122.917,1354.07,1404.43
311,0,-89.0849,-38.8325,62.6009,-124.278,1314.08,1449.22
312,0,-80.3371,-51.6706,54.801,-133.323,1268.92,1487.8
313,0,-52.263,-42.3409,77.9481,-118.485,1219.18,1547.6
314,0,-56.333,-66.6708,42.5882,-142.958,1176.77,1562.81
315,0,-44.0193,-73.1201,35.9239,-147.543,1129.06,1595.74
316,0,81.9894,-46.0416,100.8,-92.1191,1060.25,1630.98
317,0,69.7626,-20.2514,95.6371,-91.0866,1035.55,1650.79
318,0,78.2551,-32.9555,97.9742,-94.3592,989.011,1678.97
319,0,87.5889,-43.1601,101.027,-97.3974,947.518,1703.36
320,0,99.3134,-54.0556,103.231,-99.5099,905.904,1725.42
321,0,108.319,-66.9483,103.848,-102.179,863.056,1746.67
322,0,118.08,-79.5586,102.94,-104.275,821.366,1766.27
323,0,126.913,-93.7865,100.45,-106.119,780.607,1784.28
324,0,135.735,-108.045,96.3661,-107.856,741.131,1801.21
325,0,144,-122.419,90.3934,-109.418,702.856,1817.45
326,0,153.804,-140.443,78.5894,-109.994,665.732,1833.46
327,0,157.149,-153.833,69.2875,-113.245,628.702,1846.84
328,0,159.444,-172.437,55.7291,-114.786,591.877,1861.47
329,0,163.47,-189.054,33.4135,-116.727,558.717,1876.26
330,0,158.532,-207.431,13.6464,-118.639,521.547,1890.12
331,0,156.752,-219.491,-20.581,-121.543,488.724,1905.3
332,0,143.81,-231.471,-53.3962,-124.246,452.883,1919.26
333,0,122.037,-238.427,-96.2062,-127.092,417.072,1933.5
334,0,93.2704,-233.3,-143.886,-130.111,381.517,1947.85
335,0,57.9406,-213.519,-189.21,-133.26,345.188,1961.57
336,0,6.6057,-194.686,-220.704,-135.86,304.751,1974.89
337,0,-24.8713,-150.095,-246.486,-141.071,269.454,1987.03
338,0,-61.2176,-110.133,-256.285,-144.756,229.657,1998.33
339,0,-90.5165,-73.3215,-255.115,-149.021,188.176,2008.38
340,0,-108.533,-42.558,-246.308,-153.358,147.708,2015.84
341,0,-122.987,-5.37255,-231.477,-157.019,106.499,2024.28
342,0,-131.417,19.5651,-215.171,-160.832,63.1293,2029.93
343,0,-134.841,21.7886,-198.636,-165.092,22.874,2030.8
344,0,-135.663,47.3101,-183.982,-166.845,-19.6055,2035.1
345,0,-136.494,63.3251,-164.971,-170.282,-64.1303,2033.19
346,0,-133.798,72.22,-148.274,-172.51,-106.679,2030.44
347,0,-128.825,80.9252,-131.372,-175.016,-148.626,2025.96
348,0,-125.136,83.6294,-114.809,-176.724,-189.735,2019.73
349,0,-119.224,87.1879,-99.3066,-178.585,-230.139,2011.97
350,0,-112.657,89.681,-84.5064,-180.523,-269.516,2002.76
351,0,-105.604,90.5589,-70.2404,-182.03,-307.342,1992.86
352,0,-96.7643,93.6764,-53.3059,-182.731,-346.682,1979.53
353,0,-89.6637,90.4983,-40.5879,-183.984,-380.968,1968.78
354,0,-82.7838,86.6002,-31.4607,-186.414,-414.826,1959.3
355,0,-73.9303,83.9974,-18.926,-188.49,-448.807,1947.5
356,0,-65.2047,80.6388,-7.80493,-190.525,-482.913,1935.8
357,0,-56.6059,76.5039,2.78554,-192.965,-516.995,1924.11
358,0,-47.3245,72.2271,13.0077,-195.469,-551.15,1912.18
359,0,-37.7298,66.9232,22.7588,-198.124,-585.164,1900.53
360,0,-28.2165,61.2387,32.1106,-201.061,-619.716,1888.59
361,0,-18.6652,54.9911,41.5819,-204.322,-654.458,1876.54
362,0,-9.24033,48.0645,49.5049,-207.618,-690.643,1864.28
363,0,0.061854,41.1076,57.2958,-211.253,-727.473,1851.1
364,0,9.14286,33.8289,65.207,-215.375,-764.729,1837.06
365,0,19.0284,25.8673,72.6442,-219.202,-803.115,1822.04
366,0,28.9416,17.0995,79.0238,-223.062,-843.663,1806.2
367,0,38.7588,7.97902,84.6374,-226.554,-883.957,1787.8
368,0,48.3775,1.75447,91.8291,-230.652,-923.756,1768.11
369,0,58.2593,-18.7917,94.5859,-234.145,-967.064,1748.12
370,0,59.0552,65.4765,133.019,-256.101,-950.362,1716.22
371,0,84.1083,43.1426,124.294,-233.501,-988.96,1716.75
372,0,73.9811,46.5981,135.321,-233.628,-1010.32,1719.85
373,0,80.9587,24.9287,155.59,-233.172,-1029.89,1738.51
374,0,77.2665,20.3525,159.472,-229.611,-1049.19,1738.07
375,0,79.6928,21.0409,155.853,-223.522,-1073.92,1733.55
376,0,77.5359,11.992,158.591,-222.123,-1096.86,1733.66
377,0,68.7673,15.7791,160.196,-224.957,-1110.13,1726.11
378,0,65.5048,24.5117,165.752,-230.961,-1124.09,1719.44
379,0,61.8751,33.3444,174.865,-240.368,-1142.18,1713.55
380,0,73.31,39.0584,173.129,-236.768,-1154.79,1710.51
381,0,72.1343,42.0306,175.275,-237.379,-1168.08,1705.77
382,0,86.6863,40.668,189.492,-239.728,-1192.69,1713.11
383,0,70.834,45.975,179.316,-236.088,-1191,1698.55
384,0,62.0749,45.2208,179.854,-234.531,-1197.78,1692.41
385,0,62.0885,47.6722,179.87,-232.861,-1203.79,1689.2
386,0,62.6244,49.2829,179.893,-231.131,-1209.02,1686.63
387,0,63.1318,49.8373,180.724,-230.185,-1214.88,1684.9
388,0,63.1093,51.1055,178.036,-227.691,-1217.23,1681.23
389,0,62.7202,51.0174,177.824,-226.621,-1221.58,1678.57
390,0,62.4947,49.9619,177.443,-225.152,-1225.76,1675.89
391,0,85.7581,50.9419,187.981,-226.163,-1241.83,1686.29
392,0,61.4898,47.5111,178.042,-223.428,-1234.57,1670.26
393,0,59.1642,45.6945,177.822,-222.432,-1239.27,1666.98
394,0,59.8522,48.0369,179.763,-223.372,-1242.59,1662.69
395,0,58.8114,49.9334,180.066,-223.539,-1245.71,1657.89
396,0,57.9453,51.8256,180.264,-223.581,-1248.42,1653.07
397,0,57.162,53.5714,180.152,-223.293,-1250.62,1648.26
398,0,56.6504,54.7555,180.326,-222.878,-1252.64,1643.84
399,0,55.9754,55.8228,180.289,-222.297,-1254.14,1639.37
400,0,55.3235,56.3829,180.403,-221.61,-1255.56,1635.12
401,0,54.6335,56.7004,180.642,-220.865,-1256.82,1631.03
402,0,53.9338,56.8003,180.786,-219.936,-1257.84,1626.97
403,0,53.4524,56.6457,181.284,-219.021,-1258.76,1623.23
404,0,53.18,56.3249,181.728,-217.95,-1259.4,1619.69
405,0,52.9527,56.3514,181.543,-216.798,-1259.54,1615.91
406,0,52.8373,56.4412,181.066,-215.657,-1259.38,1612.12
407,0,52.8604,56.4296,180.602,-214.578,-1259.06,1608.67
408,0,52.8717,56.4634,180.065,-213.684,-1258.57,1605.5
409,0,52.6358,56.3239,179.657,-213.01,-1257.95,1602.65
410,0,51.1067,54.7818,178.678,-211.891,-1257.51,1600.39
411,0,50.7001,54.4485,178.569,-211.461,-1256.57,1598.3
412,0,50.2123,53.7673,178.455,-211.01,-1255.62,1596.71
413,0,49.9705,53.4675,178.427,-210.744,-1254.37,1595.41
414,0,49.4571,53.4274,178.012,-210.378,-1252.73,1594.21
415,0,50.1146,51.6072,178.98,-210.088,-1252.02,1595.08
416,0,50.2786,51.1021,179.074,-209.852,-1250.44,1595.25
417,0,50.4795,50.5339,179.053,-209.643,-1248.82,1595.86
418,0,50.1958,49.7449,179.308,-209.904,-1247.37,1596.9
419,0,50.4675,49.2564,178.833,-209.834,-1245.13,1598.04
420,0,50.486,48.6428,179.1,-210.506,-1243.38,1599.71
421,0,50.5491,48.2753,178.87,-211.036,-1241.07,1601.38
422,0,50.4931,47.5135,178.823,-211.773,-1239.02,1603.5
423,0,50.3916,47.6115,178.157,-212.54,-1236.15,1605.18
424,0,50.451,47.0874,178.231,-213.767,-1233.85,1607.7
425,0,50.2561,46.7987,178.007,-215.092,-1231.1,1609.96
426,0,50.1903,46.5856,177.745,-216.6,-1228.3,1612.47
427,0,50.0173,46.4021,177.562,-218.435,-1225.27,1615.02
428,0,49.6556,46.4652,177.058,-220.501,-1221.69,1617.39
429,0,49.4853,46.1783,176.855,-222.838,-1218.36,1620.11
430,0,49.2353,46.1117,176.582,-225.546,-1214.79,1622.71
431,0,57.6087,45.1805,176.099,-227.029,-1211.21,1628.87
432,0,57.5148,45.2327,175.85,-230.549,-1207.39,1631.34
433,0,57.222,45.1561,175.265,-234.239,-1203.03,1633.51
434,0,57.0612,45.3245,174.876,-238.422,-1198.63,1635.54
435,0,56.6614,47.0307,173.89,-243.182,-1193.1,1636.64
436,0,56.2739,47.2127,173.374,-247.915,-1188.08,1638.16
437,0,55.9929,47.4997,172.799,-252.807,-1182.61,1639.3
438,0,55.6656,47.4387,172.364,-257.935,-1176.99,1640.33
439,0,55.4487,46.4202,172.202,-263.021,-1171.48,1641.48
440,0,55.2412,46.3619,171.446,-268.306,-1164.93,1641.7
441,0,54.9889,46.5596,170.348,-273.719,-1157.8,1641.18
442,0,55.2275,47.0068,169.442,-279.723,-1150.21,1640.39

Trajectories
100
,,Teniska_loptica:Sfera1,,,Teniska_loptica:Sfera2,,,Teniska_loptica:Sfera3,,,Teniska_loptica:Sfera4,,,Teniska_loptica:Sfera5,,,Teniska_loptica:Sfera6,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
249,,,,,,,,,,,,,,,,,,,
250,,,,,,,,,,,,,,,,,,,
251,,,,,,,,,,,,,,,,,,,
252,,,,,,,,,,,,,,,,,,,
253,,,,,,,,,,,,,,,,,,,
254,,,,,,,,,,,,,,,,,,,
255,,,,,,,,,,,,,,,,,,,
256,,,,,,,,,,,,,,,,,,,
257,,,,,,,,,,,,,,,,,,,
258,,,,,,,,,,,,,,,,,,,
259,,,,,,,,,,,,,,,,,,,
260,,,,,,,,,,,,,,,,,,,
261,,,,,,,,,,,,,,,,,,,
262,,,,,,,,,,,,,,,,,,,
263,,,,,,,,,,,,,,,,,,,
264,,,,,,,,,,,,,,,,,,,
265,,,,,,,,,,,,,,,,,,,
266,,,,,,,,,,,,,,,,,,,
267,,,,,,,,,,,,,,,,,,,
268,,,,,,,,,,,,,,,,,,,
269,,,,,,,,,,,,,,,,,,,
270,,,,,,,,,,,,,,,,,,,
271,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,
273,,,,,,,,,,,,,,,,,,,
274,,,,,,,,,,,,,,,,,,,
275,,,,,,,,,,,,,,,,,,,
276,,,,,,,,,,,,,,,,,,,
277,,,,,,,,,,,,,,,,,,,
278,,,,,,,,,,,,,,,,,,,
279,,,,,,,,,,,,,,,,,,,
280,,,,,,,,,,,,,,,,,,,
281,,,,,,,,,,,,,,,,,,,
282,,,,,,,,,,,,,,,,,,,
283,,,,,,,,,,,,,,,,,,,
284,,,,,,,,,,,,,,,,,,,
285,,,,,,,,,,,,,,,,,,,
286,0,-83.393990,2325.800781,582.030579,-22.040400,2318.516113,595.978516,-68.268845,2327.070557,641.900818,-28.746468,2355.628174,630.478638,,,,,,
287,0,-84.387482,2280.790039,592.143921,-22.842562,2273.977539,606.562805,-68.601624,2285.621582,651.836426,-29.568781,2312.227539,638.581909,,,,,,
288,0,-84.813225,2233.851563,605.980408,-23.014029,2228.091309,620.414734,-68.377167,2243.091553,664.499207,-29.726395,2268.778076,649.577393,,,,,,
289,0,-85.260704,2187.277588,622.445740,-22.878901,2182.552979,636.984985,-68.117668,2199.800293,680.283508,-29.655586,2224.690918,663.158386,,,,,,
290,0,-84.934799,2139.416992,642.569214,-22.641769,2136.401855,656.772156,-67.809296,2155.784424,699.120667,-29.541647,2179.247803,680.471375,-87.112961,2179.116455,658.888672,,,
291,0,-85.009064,2092.051758,665.070496,-22.688669,2089.396973,680.013611,-67.541489,2112.382324,719.994934,-29.367865,2133.519775,700.761536,-87.204933,2132.604248,679.251770,,,
292,0,-85.346268,2043.368530,691.936157,-22.667212,2042.935181,706.789795,-67.702438,2068.248779,744.543640,-26.549351,2085.768311,725.608032,-87.246834,2086.072510,702.989014,-53.424839,2031.726074,684.181030
293,0,-85.877625,1994.915527,721.697998,-23.164042,1996.286377,737.014893,-68.605568,2023.420288,772.146362,-27.559116,2040.977539,752.466858,-87.618881,2039.295654,729.769836,-54.095638,1985.601685,711.832886
294,0,-86.591972,1948.880981,753.705322,-24.374985,1950.478394,770.173401,-70.603935,1979.060791,802.953552,-29.196245,1995.467407,783.078735,-88.789581,1992.433838,759.316833,-55.740902,1939.036987,742.516479
295,0,-87.618164,1901.222412,787.605469,-26.002140,1905.794434,805.862061,-72.945053,1932.203247,838.029480,-32.894146,1952.677368,817.393188,-91.118408,1945.649048,791.962830,-53.630821,1931.358887,760.541321
296,0,-87.676346,1849.285645,827.269104,-27.787220,1862.766846,843.472351,-77.180565,1886.147583,874.507568,-37.073151,1906.995728,855.721497,-94.613792,1903.937988,826.476624,-51.947617,1894.211548,797.293396
297,0,-90.027504,1810.589722,859.700012,-30.162458,1820.518799,881.705078,-81.543228,1838.958862,914.070007,-42.394337,1863.347290,897.930786,-98.955276,1855.000610,868.078552,-54.873932,1852.642578,838.543030
298,0,-91.798515,1768.719116,897.154480,-32.684132,1779.749634,921.124084,-85.359901,1791.150635,954.872314,-47.880123,1818.840210,942.555786,-103.049377,1815.878906,910.410767,,,
299,0,-92.359550,1731.350586,935.263306,-34.757259,1738.182373,962.998779,-89.036362,1742.449707,996.414673,-55.331432,1777.324097,989.154419,-107.890625,1773.395996,957.257507,-63.894341,1778.185547,931.879883
300,0,-93.012070,1696.046021,975.441284,-37.172428,1702.213379,1003.855225,-92.020851,1694.024536,1037.059204,-60.176365,1731.279419,1038.162354,-111.380455,1731.114380,1004.462097,-68.049637,1743.741577,982.628784
301,0,-94.142929,1661.857178,1016.139893,-39.246075,1661.951538,1046.973877,-94.152611,1646.570679,1075.552979,-63.445976,1684.230957,1088.386475,-115.739960,1688.715454,1052.211182,-75.061005,1712.533813,1035.520996
302,0,-95.687927,1627.899780,1057.595215,-41.348331,1625.058960,1088.994263,-94.920174,1597.271118,1113.105103,-67.157959,1636.264771,1133.851440,-119.509796,1645.700684,1097.827759,-77.061172,1674.969971,1085.505249
303,0,-97.229111,1594.687256,1099.868286,-43.763367,1588.405518,1130.419189,-99.150848,1560.470581,1148.488525,-70.848671,1588.449219,1175.939209,-123.272102,1602.412354,1142.023926,-84.811584,1639.948730,1137.524658
