Segments
100
,,Teniska_loptica:Sfera,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,mm,mm,mm
113,,,,,,,
114,,,,,,,
115,,,,,,,
116,,,,,,,
117,,,,,,,
118,,,,,,,
119,,,,,,,
120,,,,,,,
121,,,,,,,
122,,,,,,,
123,,,,,,,
124,,,,,,,
125,,,,,,,
126,,,,,,,
127,,,,,,,
128,,,,,,,
129,,,,,,,
130,,,,,,,
131,,,,,,,
132,,,,,,,
133,,,,,,,
134,,,,,,,
135,,,,,,,
136,,,,,,,
137,,,,,,,
138,,,,,,,
139,,,,,,,
140,,,,,,,
141,,,,,,,
142,,,,,,,
143,,,,,,,
144,,,,,,,
145,,,,,,,
146,,,,,,,
147,,,,,,,
148,,,,,,,
149,,,,,,,
150,,,,,,,
151,,,,,,,
152,,,,,,,
153,,,,,,,
154,,,,,,,
155,,,,,,,
156,,,,,,,
157,,,,,,,
158,,,,,,,
159,,,,,,,
160,,,,,,,
161,,,,,,,
162,,,,,,,
163,,,,,,,
164,,,,,,,
165,,,,,,,
166,,,,,,,
167,,,,,,,
168,,,,,,,
169,,,,,,,
170,,,,,,,
171,,,,,,,
172,,,,,,,
173,,,,,,,
174,,,,,,,
175,,,,,,,
176,,,,,,,
177,,,,,,,
178,,,,,,,
179,,,,,,,
180,,,,,,,
181,,,,,,,
182,,,,,,,
183,,,,,,,
184,,,,,,,
185,,,,,,,
186,,,,,,,
187,,,,,,,
188,,,,,,,
189,0,51.374,-126.704,179.654,-21.331,2157.37,1249.23
190,0,50.4626,-127.869,179.281,-21.9748,2156.47,1248.08
191,0,49.7657,-127.54,179.84,-22.8066,2155.52,1247.29
192,0,48.5603,-126.963,180.392,-23.6876,2154.48,1246.61
193,0,47.5062,-128.403,179.672,-24.3932,2153.57,1245.33
194,0,46.7849,-129.43,179.486,-25.0753,2152.7,1243.87
195,0,46.1277,-129.2,179.708,-25.9284,2151.43,1242.47
196,0,53.2817,-129.18,176.446,-24.5467,2151.32,1239.48
197,0,46.0646,-128.997,176.036,-27.0177,2150.2,1237.53
198,0,46.6762,-129.305,177.015,-27.5542,2148.54,1235.85
199,0,38.7241,-127.696,176.452,-30.3712,2148.63,1233.71
200,0,41.9663,-130.948,175.777,-29.7308,2146.11,1231.39
201,0,42.7251,-131.457,176.454,-30.0984,2144.38,1229.18
202,0,35.5811,-129.803,176.461,-32.6231,2144.32,1226.64
203,0,35.0079,-130.901,175.621,-33.1674,2142.98,1224.23
204,0,34.0673,-131.914,175.266,-33.8708,2141.32,1221.73
205,0,38.9844,-133.306,175.374,-32.9631,2138.66,1219.95
206,0,33.2536,-132.712,175.149,-34.7996,2138.46,1217.09
207,0,31.6196,-133.213,174.919,-35.5761,2137.18,1214.93
208,0,35.9257,-135.406,175.103,-34.6736,2134.25,1212.75
209,0,29.0931,-134.218,175.296,-37.0067,2134.03,1210.09
210,0,37.3053,-138.219,175.21,-35.0156,2130.08,1208.33
211,0,25.4614,-136.532,174.526,-38.9139,2130.41,1204.97
212,0,24.2123,-137.672,173.842,-39.9076,2128.52,1202.52
213,0,28.9395,-141.099,173.778,-39.2416,2123.26,1200.83
214,0,21.7245,-141.108,173.061,-41.6138,2124.08,1196.87
215,0,15.4695,-141.006,172.371,-44.1335,2121.26,1194.08
216,0,13.4513,-141.735,172.268,-45.2292,2119.22,1191.1
217,0,11.6587,-143.095,171.641,-46.3202,2117.13,1187.87
218,0,9.75736,-144.087,170.884,-47.3915,2115.17,1184.41
219,0,7.95309,-144.559,170.083,-48.611,2113.37,1181.3
220,0,6.2684,-145.123,169.274,-49.8065,2111.5,1177.96
221,0,5.58558,-145.92,168.664,-50.8068,2109.37,1174.8
222,0,4.012,-146.486,167.533,-52.0617,2107.68,1171.43
223,0,3.42547,-147.007,166.92,-53.0255,2105.64,1168.05
224,0,2.54862,-147.274,166.488,-54.0866,2103.83,1164.61
225,0,1.96744,-147.954,165.807,-54.9201,2101.78,1160.85
226,0,0.378898,-148.411,164.852,-56.1467,2100.23,1156.91
227,0,0.594615,-148.874,164.465,-56.8207,2098.22,1153.11
228,0,-0.573624,-149.452,164.018,-57.8088,2096.4,1148.55
229,0,-1.61699,-149.045,163.889,-58.9665,2094.83,1144.17
230,0,-2.28035,-149.648,163.242,-59.9466,2092.99,1139.21
231,0,-3.18389,-149.627,163.123,-61.0544,2091.23,1134.12
