S1-6 X osa,S1-6 Y osa,S1-6 Z osa
-115.23587975,2100.36492925,734.160965
-112.3090942,2053.5111328000003,759.0421264
-112.66316425,2014.3185424999997,799.2725375
-108.96858360000002,1973.8016359999997,825.1481203999999
-107.7614822,1932.6990234,861.0921510000001
-115.0535002,1898.6773684,906.180481
-109.77112833333335,1858.8147176666669,939.0323891666667
-108.92053866666664,1821.3411866666665,978.1272073333333
-108.03419133333334,1781.3996988333336,1017.3549701666666
-107.00846483333333,1741.8608396666666,1055.09375
-106.6196695,1702.0382485,1092.323934
-106.10325999999999,1662.1102295,1128.2153726666668
-105.41326916666667,1622.2701621666668,1162.8631185000002
-104.82558816666666,1583.5335898333333,1196.1978758333335
-104.0148665,1543.8730061666668,1229.1795858333332
-103.19934583333333,1504.6530558333334,1260.7027586666666
-102.17310266666668,1464.8553058333334,1290.5411785000001
-100.76006966666667,1425.5720824999999,1320.2602745
-99.98942749999999,1386.3137003333334,1348.7694903333334
-99.079227,1347.1168213333333,1376.1616821666669
-92.08514,1299.4215395,1395.3093872499999
-97.36583566666667,1268.8246051666667,1427.1446328333334
-87.27081325,1223.5555422500001,1443.8601075
-94.773374,1191.3809001666668,1474.3851115
-93.97048333333333,1153.2256264999999,1496.6638388333333
-91.80829116666666,1113.7467651666666,1517.938395
-91.09657033333333,1074.5440673333335,1538.4104206666668
-89.9950295,1038.0416666666667,1557.326599
-88.81180316666666,999.9052023333334,1575.8832603333333
-87.732408,961.7683715,1593.5600381666666
-86.73497516666667,923.4367575000001,1610.1585896666666
-85.4979655,885.2936096666667,1625.8021239999998
-84.47929633333332,847.114085,1640.5650228333334
-83.53563866666667,808.8368631666666,1654.662455
-82.50983366666667,770.5118105,1667.6469728333334
-81.76660916666667,732.5097553333334,1679.6461386666667
-80.992702,694.1295471666667,1690.6519368333336
-80.13454833333334,655.7312518333332,1700.8203938333334
-79.50514466666668,617.3685099999999,1709.9011026666667
-79.02020383333334,578.944397,1717.8048708333333
-78.55326283333333,540.3257446666667,1724.7464191666666
-77.74411716666667,501.97735083333333,1730.6645915000001
-76.98471066666666,463.5820361666667,1735.5692546666667
-76.31050950000001,424.88656100000003,1739.3721720000003
-75.4990115,386.31987483333336,1742.1267091666668
-74.95147966666666,347.83793633333335,1743.8148191666667
-74.0054705,309.26234916666664,1744.0340576666667
-73.12425816666666,270.8784001666666,1743.7064615
-72.01591950000001,232.4701663333333,1742.3193765000003
-71.26519016666667,194.2704113333333,1739.8531696666669
-70.46309533333334,156.04271549999999,1736.1692303333332
-69.2214495,118.09105166666667,1731.5388183333334
-68.0403595,80.11922,1725.8822836666666
-66.80940316666667,42.22535366666667,1719.190165
-65.9444105,4.685787500000001,1711.5248618333333
-64.48680683333333,-33.142113,1703.0772093333333
-63.392354833333336,-70.4015675,1693.4228311666668
-62.204459500000006,-107.72699633333333,1683.2486776666667
-61.09646733333333,-145.05211649999998,1671.978597
-59.89453216666667,-182.22705583333334,1659.8722941666667
-58.58887666666667,-219.35842133333335,1646.9504598333333
-57.28707266666667,-256.4709143333333,1633.1801351666666
-56.052429999999994,-293.603902,1618.4572143333335
-54.94402333333333,-330.8012033333333,1602.8573201666666
-53.942601,-367.79264816666665,1586.5595701666668
-52.70321283333334,-405.03745516666663,1569.1873371666668
-52.130279333333334,-442.28095499999995,1550.7227378333334
-51.08155516666667,-479.6947885,1531.5675658333332
-50.34341666666666,-516.9271191666667,1511.3732708333334
-49.602727833333326,-554.3635866666667,1489.974182
-49.06283333333334,-591.7095438333334,1467.6415405
-48.40918833333333,-629.2701415,1444.2528076666667
-47.658389666666665,-666.8582863333332,1419.8822836666666
-46.630523833333335,-704.4087933333334,1394.6807861666666
-47.262319,-739.2161663333335,1375.1075643333331
-51.05966383333334,-772.5475565,1363.2188315
-45.1606984,-800.3223756,1363.8954346
-39.85561825,-819.57551575,1376.5125120000002
-34.725647,-843.895401,1380.85427875
-30.099866000000002,-863.0719754999999,1381.39965825
-39.996538666666666,-872.9351196666668,1363.9364826666667
-41.6718418,-890.2500608,1366.746704
-41.56907283333334,-898.0909728333332,1356.3977459999999
-34.19701925,-901.7676695,1360.58963025
-34.096914749999996,-914.4149625,1356.42782575
